x,a,y1,m1
0.0,0.0,0.0,0.0
0.0,1.0,-0.0,1.0
0.10204081632653061,1.0,0.005029083686785835,0.8979591836734694
0.20408163265306123,1.0,0.019408013101117165,0.7959183673469388
0.30612244897959184,1.0,0.042074305773954726,0.6938775510204082
0.40816326530612246,1.0,0.07196547923625927,0.5918367346938775
0.5102040816326531,1.0,0.10801905101899152,0.4897959183673469
0.6122448979591837,1.0,0.14917253865311222,0.3877551020408163
0.7142857142857143,1.0,0.19436345966958213,0.2857142857142857
0.8163265306122449,1.0,0.24252933159936196,0.18367346938775508
0.9183673469387755,1.0,0.2926076719734124,0.08163265306122447
1.0204081632653061,1.0,0.3435374149659864,0.0
1.1224489795918369,1.0,0.3945578231292518,0.0
1.2244897959183674,1.0,0.44557823129251695,0.0
1.3265306122448979,1.0,0.49659863945578236,0.0
1.4285714285714286,1.0,0.5476190476190477,0.0
1.5306122448979593,1.0,0.5986394557823129,0.0
1.6326530612244898,1.0,0.6496598639455783,0.0
1.7346938775510203,1.0,0.7006802721088436,0.0
1.836734693877551,1.0,0.7517006802721089,0.0
1.9387755102040818,1.0,0.8027210884353744,0.0
2.0408163265306123,1.0,0.8537414965986394,0.0
2.142857142857143,1.0,0.9047619047619044,0.0
2.2448979591836737,1.0,0.9557823129251704,0.0
2.3469387755102042,1.0,1.0068027210884358,0.0
2.4489795918367347,1.0,1.0578231292517004,0.0
2.5510204081632653,1.0,1.1088435374149657,0.0
2.6530612244897958,1.0,1.1598639455782318,0.0
2.7551020408163267,1.0,1.2108843537414966,0.0
2.857142857142857,1.0,1.2619047619047619,0.0
2.9591836734693877,1.0,1.312925170068027,0.0
3.0612244897959187,1.0,1.3639455782312924,0.0
3.163265306122449,1.0,1.4149659863945578,0.0
3.2653061224489797,1.0,1.465986394557823,0.0
3.36734693877551,1.0,1.5170068027210886,0.0
3.4693877551020407,1.0,1.5680272108843547,0.0
3.5714285714285716,1.0,1.619047619047619,0.0
3.673469387755102,1.0,1.6700680272108843,0.0
3.7755102040816326,1.0,1.7210884353741491,0.0
3.8775510204081636,1.0,1.7721088435374157,0.0
3.979591836734694,1.0,1.8231292517006805,0.0
4.081632653061225,1.0,1.8741496598639449,0.0
4.183673469387755,1.0,1.9251700680272128,0.0
4.285714285714286,1.0,1.9761904761904745,0.0
4.387755102040816,1.0,2.0272108843537415,0.0
4.4897959183673475,1.0,2.0782312925170077,0.0
4.591836734693878,1.0,2.129251700680272,0.0
4.6938775510204085,1.0,2.180272108843541,0.0
4.795918367346939,1.0,2.2312925170068034,0.0
4.8979591836734695,1.0,2.282312925170066,0.0
5.0,1.0,2.333333333333334,0.0
0.0,1.0816326530612246,-0.0,1.0816326530612246
0.10204081632653061,1.0816326530612246,0.00545407667440154,0.979591836734694
0.20408163265306123,1.0816326530612246,0.021107985051579986,0.8775510204081634
0.30612244897959184,1.0816326530612246,0.04589924266249607,0.7755102040816327
0.40816326530612246,1.0816326530612246,0.07876536703811056,0.6734693877551021
0.5102040816326531,1.0816326530612246,0.11864387570938413,0.5714285714285715
0.6122448979591837,1.0816326530612246,0.1644722862072776,0.4693877551020409
0.7142857142857143,1.0816326530612246,0.21518811606275168,0.3673469387755103
0.8163265306122449,1.0816326530612246,0.2697288828067671,0.26530612244897966
0.9183673469387755,1.0816326530612246,0.3270321039702846,0.16326530612244905
1.0204081632653061,1.0816326530612246,0.38603529708426476,0.061224489795918435
1.1224489795918369,1.0816326530612246,0.4456873128260052,0.0
1.2244897959183674,1.0816326530612246,0.5053775779366307,0.0
1.3265306122448979,1.0816326530612246,0.5650678430472565,0.0
1.4285714285714286,1.0816326530612246,0.6247581081578822,0.0
1.5306122448979593,1.0816326530612246,0.684448373268508,0.0
1.6326530612244898,1.0816326530612246,0.7441386383791336,0.0
1.7346938775510203,1.0816326530612246,0.8038289034897593,0.0
1.836734693877551,1.0816326530612246,0.863519168600385,0.0
1.9387755102040818,1.0816326530612246,0.9232094337110108,0.0
2.0408163265306123,1.0816326530612246,0.9828996988216361,0.0
2.142857142857143,1.0816326530612246,1.0425899639322616,0.0
2.2448979591836737,1.0816326530612246,1.1022802290428877,0.0
2.3469387755102042,1.0816326530612246,1.1619704941535136,0.0
2.4489795918367347,1.0816326530612246,1.2216607592641389,0.0
2.5510204081632653,1.0816326530612246,1.2813510243747643,0.0
2.6530612244897958,1.0816326530612246,1.341041289485391,0.0
2.7551020408163267,1.0816326530612246,1.4007315545960157,0.0
2.857142857142857,1.0816326530612246,1.4604218197066419,0.0
2.9591836734693877,1.0816326530612246,1.520112084817267,0.0
3.0612244897959187,1.0816326530612246,1.5798023499278935,0.0
3.163265306122449,1.0816326530612246,1.6394926150385187,0.0
3.2653061224489797,1.0816326530612246,1.6991828801491449,0.0
3.36734693877551,1.0816326530612246,1.75887314525977,0.0
3.4693877551020407,1.0816326530612246,1.818563410370397,0.0
3.5714285714285716,1.0816326530612246,1.8782536754810213,0.0
3.673469387755102,1.0816326530612246,1.9379439405916474,0.0
3.7755102040816326,1.0816326530612246,1.9976342057022731,0.0
3.8775510204081636,1.0816326530612246,2.0573244708128997,0.0
3.979591836734694,1.0816326530612246,2.117014735923525,0.0
4.081632653061225,1.0816326530612246,2.176705001034149,0.0
4.183673469387755,1.0816326530612246,2.2363952661447772,0.0
4.285714285714286,1.0816326530612246,2.2960855312553994,0.0
4.387755102040816,1.0816326530612246,2.355775796366027,0.0
4.4897959183673475,1.0816326530612246,2.4154660614766534,0.0
4.591836734693878,1.0816326530612246,2.475156326587279,0.0
4.6938775510204085,1.0816326530612246,2.5348465916979057,0.0
4.795918367346939,1.0816326530612246,2.5945368568085296,0.0
4.8979591836734695,1.0816326530612246,2.6542271219191544,0.0
5.0,1.0816326530612246,2.713917387029781,0.0
0.0,1.163265306122449,-0.0,1.163265306122449
0.10204081632653061,1.163265306122449,0.005879069662017244,1.0612244897959182
0.20408163265306123,1.163265306122449,0.0228079570020428,0.9591836734693877
0.30612244897959184,1.163265306122449,0.049724179551037404,0.8571428571428571
0.40816326530612246,1.163265306122449,0.08556525483996182,0.7551020408163265
0.5102040816326531,1.163265306122449,0.12926870039977675,0.6530612244897959
0.6122448979591837,1.163265306122449,0.17977203376144293,0.5510204081632653
0.7142857142857143,1.163265306122449,0.23601277245592117,0.44897959183673464
0.8163265306122449,1.163265306122449,0.2969284340141721,0.346938775510204
0.9183673469387755,1.163265306122449,0.36145653596715654,0.2448979591836734
1.0204081632653061,1.163265306122449,0.4285345958458352,0.1428571428571428
1.1224489795918369,1.163265306122449,0.4971001311811689,0.04081632653061207
1.2244897959183674,1.163265306122449,0.5661289088730036,0.0
1.3265306122448979,1.163265306122449,0.6351690197111749,0.0
1.4285714285714286,1.163265306122449,0.7042091305493461,0.0
1.5306122448979593,1.163265306122449,0.7732492413875172,0.0
1.6326530612244898,1.163265306122449,0.8422893522256883,0.0
1.7346938775510203,1.163265306122449,0.9113294630638595,0.0
1.836734693877551,1.163265306122449,0.9803695739020305,0.0
1.9387755102040818,1.163265306122449,1.0494096847402021,0.0
2.0408163265306123,1.163265306122449,1.118449795578373,0.0
2.142857142857143,1.163265306122449,1.1874899064165436,0.0
2.2448979591836737,1.163265306122449,1.2565300172547154,0.0
2.3469387755102042,1.163265306122449,1.325570128092887,0.0
2.4489795918367347,1.163265306122449,1.3946102389310575,0.0
2.5510204081632653,1.163265306122449,1.4636503497692286,0.0
2.6530612244897958,1.163265306122449,1.5326904606074006,0.0
2.7551020408163267,1.163265306122449,1.6017305714455707,0.0
2.857142857142857,1.163265306122449,1.6707706822837425,0.0
2.9591836734693877,1.163265306122449,1.739810793121913,0.0
3.0612244897959187,1.163265306122449,1.8088509039600846,0.0
3.163265306122449,1.163265306122449,1.8778910147982553,0.0
3.2653061224489797,1.163265306122449,1.9469311256364266,0.0
3.36734693877551,1.163265306122449,2.0159712364745976,0.0
3.4693877551020407,1.163265306122449,2.0850113473127694,0.0
3.5714285714285716,1.163265306122449,2.1540514581509407,0.0
3.673469387755102,1.163265306122449,2.2230915689891115,0.0
3.7755102040816326,1.163265306122449,2.2921316798272833,0.0
3.8775510204081636,1.163265306122449,2.361171790665454,0.0
3.979591836734694,1.163265306122449,2.4302119015036237,0.0
4.081632653061225,1.163265306122449,2.4992520123417954,0.0
4.183673469387755,1.163265306122449,2.568292123179967,0.0
4.285714285714286,1.163265306122449,2.6373322340181344,0.0
4.387755102040816,1.163265306122449,2.706372344856308,0.0
4.4897959183673475,1.163265306122449,2.7754124556944797,0.0
4.591836734693878,1.163265306122449,2.8444525665326514,0.0
4.6938775510204085,1.163265306122449,2.913492677370826,0.0
4.795918367346939,1.163265306122449,2.982532788208993,0.0
4.8979591836734695,1.163265306122449,3.051572899047164,0.0
5.0,1.163265306122449,3.1206130098853357,0.0
0.0,1.2448979591836735,-0.0,1.2448979591836735
0.10204081632653061,1.2448979591836735,0.006304062649632948,1.1428571428571428
0.20408163265306123,1.2448979591836735,0.02450792895250562,1.0408163265306123
0.30612244897959184,1.2448979591836735,0.05354911643957874,0.9387755102040817
0.40816326530612246,1.2448979591836735,0.09236514264181309,0.8367346938775511
0.5102040816326531,1.2448979591836735,0.13989352509016936,0.7346938775510204
0.6122448979591837,1.2448979591836735,0.1950717813156083,0.6326530612244898
0.7142857142857143,1.2448979591836735,0.25683742884909067,0.5306122448979592
0.8163265306122449,1.2448979591836735,0.3241279852215772,0.4285714285714286
0.9183673469387755,1.2448979591836735,0.3958809679640286,0.326530612244898
1.0204081632653061,1.2448979591836735,0.47103389460740563,0.22448979591836737
1.1224489795918369,1.2448979591836735,0.5485242826826693,0.12244897959183665
1.2244897959183674,1.2448979591836735,0.6272896497207796,0.020408163265306145
1.3265306122448979,1.2448979591836735,0.7063581784233894,0.0
1.4285714285714286,1.2448979591836735,0.7854281237692912,0.0
1.5306122448979593,1.2448979591836735,0.864498069115193,0.0
1.6326530612244898,1.2448979591836735,0.9435680144610948,0.0
1.7346938775510203,1.2448979591836735,1.0226379598069966,0.0
1.836734693877551,1.2448979591836735,1.1017079051528984,0.0
1.9387755102040818,1.2448979591836735,1.1807778504988002,0.0
2.0408163265306123,1.2448979591836735,1.2598477958447019,0.0
2.142857142857143,1.2448979591836735,1.3389177411906032,0.0
2.2448979591836737,1.2448979591836735,1.417987686536506,0.0
2.3469387755102042,1.2448979591836735,1.497057631882408,0.0
2.4489795918367347,1.2448979591836735,1.5761275772283088,0.0
2.5510204081632653,1.2448979591836735,1.6551975225742108,0.0
2.6530612244897958,1.2448979591836735,1.734267467920113,0.0
2.7551020408163267,1.2448979591836735,1.8133374132660145,0.0
2.857142857142857,1.2448979591836735,1.8924073586119161,0.0
2.9591836734693877,1.2448979591836735,1.9714773039578182,0.0
3.0612244897959187,1.2448979591836735,2.05054724930372,0.0
